Sl.No,Molecule_Smiles,Combination_Code
613,NC(CNC=O)O,F1-F4-F6-F9
614,NC(C(O)N)C=O,F1-F4-F6-F9
615,NC(C=O)(CN)O,F1-F4-F6-F9
616,NCC(NC=O)O,F1-F4-F6-F9
617,NC(NCC=O)O,F1-F4-F6-F9
618,O=CCC(O)(N)N,F4-F6-F1-F9
619,OCCOCC=O,F5-F5-F1-F9
620,OC(CO)CC=O,F5-F5-F1-F9
621,COC(CC=O)O,F5-F5-F1-F9
622,OCCCOCC,F1-F5-F5-F2
623,OCCC(CC)O,F1-F5-F5-F2
624,OCC(CC)CO,F1-F5-F5-F2
625,OC(C=O)CCO,F1-F5-F5-F9
626,OCC(C=O)CO,F1-F5-F5-F9
627,OCCC(=O)CO,F5-F9-F1-F5
628,OC(CCCC)O,F2-F2-F5-F3
629,OCCCCCO,F2-F2-F5-F3
630,COCCCCO,F2-F2-F5-F3
631,CCCOCCO,F2-F5-F2-F3
632,CCC(CC)(O)O,F2-F5-F2-F3
633,CCC(CCO)O,F2-F5-F2-F3
634,OCNC(=O)CN,F1-F4-F9-F6
635,NCC(=O)C(O)N,F1-F4-F9-F6
636,NC(=O)CNCO,F1-F9-F4-F6
637,NC(CC(=O)N)O,F1-F9-F4-F6
638,OC(NC(=O)C)O,F3-F6-F9-F1
639,O=CN(C(O)O)C,F3-F6-F9-F1
640,O=CNC(O)(O)C,F3-F6-F9-F1
641,COC(NC=O)O,F3-F6-F9-F1
642,CC(=O)C(O)(O)N,F3-F6-F9-F1
643,COC(C=O)(O)N,F3-F6-F9-F1
644,CNC(C=O)(O)O,F3-F6-F9-F1
645,COCNCCO,F1-F6-F5-F1
646,OCCNC(O)C,F1-F6-F5-F1
647,OCCN(CO)C,F1-F6-F5-F1
648,OCNC(CO)C,F1-F6-F5-F1
649,OCNCC(O)C,F1-F6-F5-F1
650,COCCNCO,F1-F6-F5-F1
651,OCNCOCC,F1-F6-F5-F1
652,CC(OC)NCO,F1-F6-F5-F1
653,CN(CO)COC,F1-F6-F5-F1
654,COCNC(O)C,F1-F6-F5-F1
655,OCN(C(O)C)C,F1-F6-F5-F1
656,CCN(CO)CO,F1-F6-F5-F1
657,CCNC(CO)O,F1-F6-F5-F1
658,OCC(N(C)C)O,F1-F6-F5-F1
659,CC(NC)(CO)O,F1-F6-F5-F1
660,CNC(C(O)C)O,F1-F6-F5-F1
661,COCC(NC)O,F1-F6-F5-F1
662,CNC(OC)CO,F1-F6-F5-F1
663,CCNC(OC)O,F1-F6-F5-F1
664,COC(N(C)C)O,F1-F6-F5-F1
665,CNC(OC)(O)C,F1-F6-F5-F1
666,CCOC(NC)O,F1-F6-F5-F1
667,CCNCOCO,F1-F6-F5-F1
668,OCOCN(C)C,F1-F6-F5-F1
669,CC(OCO)NC,F1-F6-F5-F1
670,CNCOC(O)C,F1-F6-F5-F1
671,COCCC(O)N,F1-F6-F5-F1
672,CC(CC(O)N)O,F1-F6-F5-F1
673,OCC(C(O)N)C,F1-F6-F5-F1
674,OCCC(O)(N)C,F1-F6-F5-F1
675,COC(CCO)N,F1-F6-F5-F1
676,CNC(CCO)O,F1-F6-F5-F1
677,CCOCC(O)N,F1-F6-F5-F1
678,CC(C(O)N)OC,F1-F6-F5-F1
679,COCC(O)(N)C,F1-F6-F5-F1
680,CC(C(O)(N)C)O,F1-F6-F5-F1
681,CC(OC)(CO)N,F1-F6-F5-F1
682,CCC(CO)(O)N,F1-F6-F5-F1
683,CCOC(O)(N)C,F1-F6-F5-F1
684,CCC(OC)(O)N,F1-F6-F5-F1
685,OCOC(CC)N,F1-F6-F5-F1
686,OCOC(N)(C)C,F1-F6-F5-F1
687,CC(OC(O)C)N,F1-F6-F5-F1
688,CC(NC(O)C)O,F1-F6-F5-F1
689,OCNC(O)(C)C,F1-F6-F5-F1
690,OCNC(CC)O,F1-F6-F5-F1
691,CC(COCN)O,F1-F6-F5-F1
692,NCOC(CO)C,F1-F6-F5-F1
693,CC(OCCO)N,F1-F6-F5-F1
694,CNCOCCO,F1-F6-F5-F1
695,CCOC(CO)N,F1-F6-F5-F1
696,COC(C(O)C)N,F1-F6-F5-F1
697,NC(C(O)(C)C)O,F1-F5-F6-F1
698,CCC(C(O)N)O,F1-F5-F6-F1
699,NCOC(CC)O,F1-F5-F6-F1
700,NCOC(O)(C)C,F1-F5-F6-F1
701,CCCOC(O)N,F1-F5-F6-F1
702,CC(OC(O)N)C,F1-F5-F6-F1
703,NC(OCC=O)O,F5-F9-F5-F4
704,NC(C=O)OCO,F5-F9-F5-F4
705,NC(=O)COCO,F5-F9-F5-F4
706,NC(C=O)(CO)O,F5-F9-F5-F4
707,NC(=O)C(CO)O,F5-F9-F5-F4
708,NC(C(C=O)O)O,F5-F9-F5-F4
709,NCOC(C=O)O,F5-F9-F5-F4
710,COC(C(=O)N)O,F5-F9-F5-F4
711,OCC(=O)C(O)N,F5-F9-F5-F4
712,O=CNC(O)(N)N,F4-F6-F9-F4
713,NC(NC(=O)N)O,F4-F6-F9-F4
714,NC(=O)C(O)(N)N,F4-F6-F9-F4
715,OC(C=O)NCO,F5-F9-F6
716,OCNC(=O)CO,F5-F9-F6
717,OCN(C=O)CO,F5-F6-F9
718,OC(NC=O)CO,F5-F6-F9
719,OCOCNC=O,F5-F6-F9
720,NC(NCCN)O,F2-F4-F4-F6
721,NC(OCCC)O,F1-F2-F3-F6
722,OCNCCCO,F1-F2-F3-F6
723,NC(CCCO)O,F1-F2-F3-F6
724,NCOCCCO,F1-F2-F3-F6
725,NC(C(CC)O)O,F1-F2-F3-F6
726,OCCCC(O)N,F1-F2-F3-F6
727,NC(COCC)O,F2-F3-F1-F6
728,OCNCCOC,F2-F3-F1-F6
729,OC(NCCC)O,F1-F2-F6-F3
730,NC(CCC)(O)O,F1-F2-F6-F3
731,CCCC(O)(O)N,F1-F2-F6-F3
732,OC(N(CC)C)O,F1-F6-F2-F3
733,OCN(CCO)C,F1-F6-F2-F3
734,OCN(CC)CO,F1-F6-F2-F3
735,CNC(CC)(O)O,F1-F6-F2-F3
736,CNC(OCC)O,F1-F6-F2-F3
737,C(CO)C(O)(N)C,F1-F6-F2-F3
738,OCC(CC)(O)N,F1-F6-F2-F3
739,OCC(OCC)N,F1-F6-F2-F3
740,OCC(NCC)O,F1-F6-F2-F3
741,CCNC(O)(O)C,F1-F6-F2-F3
742,CC(NCCO)O,F1-F6-F2-F3
743,COC(CC)(O)N,F1-F6-F2-F3
744,OCOCNCC,F1-F6-F2-F3
745,COC(NCC)O,F1-F6-F2-F3
746,C(CN)C(O)(N)N,F2-F4-F6-F4
747,CCNC(O)(N)N,F2-F4-F6-F4
748,OCCOCCN,F5-F5-F2-F4
749,OCC(CCN)O,F5-F5-F2-F4
750,OCOCCCN,F5-F5-F2-F4
751,COC(CCN)O,F5-F5-F2-F4
752,O=CCNC(O)O,F3-F6-F1-F9
753,O=CCC(O)(O)N,F3-F6-F1-F9
754,OCCCNCO,F1-F1-F6-F5
755,OCCCOCN,F1-F1-F6-F5
756,OC(C(=O)C=O)F,F9-F9-F5-F12
757,OCC(=O)C(=O)F,F9-F9-F5-F12
758,O=CC(C(=O)F)O,F5-F9-F9-F12
759,O=CC(C=O)(F)O,F5-F9-F9-F12
760,COCNC(O)N,F6-F6-F1
761,CC(NC(O)N)O,F6-F6-F1
762,OCN(C(O)N)C,F6-F6-F1
763,OCNC(O)(N)C,F6-F6-F1
764,COC(NCO)N,F6-F6-F1
765,CNC(NCO)O,F6-F6-F1
766,CNC(C(O)N)O,F6-F6-F1
767,NC(C(O)(N)C)O,F6-F6-F1
768,COC(C(O)N)N,F6-F6-F1
769,CNCOC(O)N,F6-F6-F1
770,CC(OC(O)N)N,F6-F6-F1
771,NCOC(O)(N)C,F6-F6-F1
772,CNC(OCN)O,F6-F6-F1
773,OCNCNCO,F1-F6-F6
774,OCNCC(O)N,F1-F6-F6
775,OCNCOCN,F1-F6-F6
776,NC(CC(O)N)O,F1-F6-F6
777,NCOCC(O)N,F1-F6-F6
778,COCC(O)(N)N,F4-F6-F5-F1
779,CC(C(O)(N)N)O,F4-F6-F5-F1
780,OCC(OC)(N)N,F4-F6-F5-F1
781,CNC(CO)(O)N,F4-F6-F5-F1
782,CCOC(O)(N)N,F4-F6-F5-F1
783,CNC(OC)(O)N,F4-F6-F5-F1
784,NC(OC(O)C)N,F4-F6-F5-F1
785,OCOC(N)(N)C,F4-F6-F5-F1
786,CNC(OCO)N,F4-F6-F5-F1
787,COCOCCO,F5-F5-F5-F1
788,OCCOC(O)C,F5-F5-F5-F1
789,OCOC(CO)C,F5-F5-F5-F1
790,OCOCC(O)C,F5-F5-F5-F1
791,COCCOCO,F5-F5-F5-F1
792,COCC(CO)O,F5-F5-F5-F1
793,OCC(C(O)C)O,F5-F5-F5-F1
794,OCC(CO)(O)C,F5-F5-F5-F1
795,OCC(CO)OC,F5-F5-F5-F1
796,CCOC(CO)O,F5-F5-F5-F1
797,CC(OC)(CO)O,F5-F5-F5-F1
798,COC(C(O)C)O,F5-F5-F5-F1
799,COCC(OC)O,F5-F5-F5-F1
800,OCC(OC)OC,F5-F5-F5-F1
801,CCOCOCO,F5-F5-F5-F1
802,CC(OC)OCO,F5-F5-F5-F1
803,COCOC(O)C,F5-F5-F5-F1
804,CCOC(OC)O,F5-F5-F5-F1
805,COC(OC)(O)C,F5-F5-F5-F1
806,OC(NC(=O)N)O,F3-F6-F9-F4
807,O=CNC(O)(O)N,F3-F6-F9-F4
808,NC(=O)C(O)(O)N,F3-F6-F9-F4
809,OCCNC(O)N,F1-F6-F5-F4
810,OCNC(CO)N,F1-F6-F5-F4
811,NCN(CO)CO,F1-F6-F5-F4
812,NCNC(CO)O,F1-F6-F5-F4
813,COC(NCN)O,F1-F6-F5-F4
814,NCNCOCO,F1-F6-F5-F4
815,OCC(C(O)N)N,F1-F6-F5-F4
816,OCCC(O)(N)N,F1-F6-F5-F4
817,NCC(CO)(O)N,F1-F6-F5-F4
818,COC(CN)(O)N,F1-F6-F5-F4
819,OCOC(CN)N,F1-F6-F5-F4
820,OCNC(CN)O,F1-F6-F5-F4
821,NCOC(CO)N,F1-F6-F5-F4
822,OCCOC(N)N,F1-F6-F5-F4
823,NCC(C(O)N)O,F1-F5-F6-F4
824,NCOC(CN)O,F1-F5-F6-F4
825,NCCOC(O)N,F1-F5-F6-F4
826,O=CCOC(O)O,F5-F9-F5-F3
827,OC(C=O)OCO,F5-F9-F5-F3
828,OCC(C=O)(O)O,F5-F9-F5-F3
829,O=CC(C(O)O)O,F5-F9-F5-F3
830,COC(C=O)(O)O,F5-F9-F5-F3
831,OCC(=O)C(O)O,F5-F9-F5-F3
832,NC(OCCN)O,F2-F4-F3-F6
833,NC(NCCO)O,F2-F4-F3-F6
834,OC(CC)C(=O)F,F5-F9-F2-F12
835,O=CC(CC)(F)O,F5-F9-F2-F12
836,O=CC(CCF)O,F5-F9-F2-F12
837,OC(C(=O)CC)F,F5-F9-F2-F12
838,OCC(=O)CCF,F5-F9-F2-F12
839,O=CCCC(F)O,F2-F9-F5-F12
840,OCCCC(=O)F,F2-F9-F5-F12
841,C(CO)C(O)(N)N,F2-F3-F6-F4
842,NC(OCCO)N,F2-F3-F6-F4
843,CCNC(O)(O)N,F3-F6-F2-F4
844,OC(NCCN)O,F3-F6-F2-F4
845,C(CN)C(O)(O)N,F3-F6-F2-F4
846,OC(COCC)O,F5-F5-F2-F3
847,OCC(OCC)O,F5-F5-F2-F3
848,OCCOCCO,F5-F5-F2-F3
849,OC(C(CC)O)O,F5-F5-F2-F3
850,OCC(CC)(O)O,F5-F5-F2-F3
851,OCC(CCO)O,F5-F5-F2-F3
852,OC(OCCC)O,F5-F5-F2-F3
853,OCOC(CC)O,F5-F5-F2-F3
854,OCOCCCO,F5-F5-F2-F3
855,COC(CC)(O)O,F5-F5-F2-F3
856,COC(CCO)O,F5-F5-F2-F3
857,OCOCOCC,F5-F5-F2-F3
858,COC(OCC)O,F5-F5-F2-F3
859,OCCCC(O)O,F2-F5-F5-F3
860,COCCC(O)O,F2-F5-F5-F3
861,OCOCCOC,F2-F5-F5-F3
862,OCCC(CO)O,F5-F5-F1-F5
863,OCCCOCO,F5-F5-F1-F5
864,OCC(CO)CO,F1-F5-F5-F5
865,OC(CCCC)F,F2-F2-F5-F12
866,OCCCCCF,F2-F2-F5-F12
867,CCC(CC)(F)O,F2-F5-F2-F12
868,CCC(CCF)O,F2-F5-F2-F12
869,NC(NC(O)N)O,F4-F6-F6
870,OCNC(O)(N)N,F4-F6-F6
871,NC(C(O)(N)N)O,F4-F6-F6
872,NCOC(O)(N)N,F4-F6-F6
873,NC(OC(O)N)N,F4-F6-F6
874,OCCOC(O)N,F5-F5-F6
875,OCNC(CO)O,F5-F5-F6
876,OCC(C(O)N)O,F5-F5-F6
877,NCOC(CO)O,F5-F5-F6
878,OCNCOCO,F5-F5-F6
879,OCOCC(O)N,F5-F5-F6
880,NCOCOCO,F5-F5-F6
881,COC(NCO)O,F5-F5-F6
882,COC(C(O)N)O,F5-F5-F6
883,COC(OCN)O,F5-F5-F6
884,COCOC(O)N,F5-F5-F6
885,OCN(CO)CO,F5-F6-F5
886,OCC(CO)(O)N,F5-F6-F5
887,COC(CO)(O)N,F5-F6-F5
888,OCOC(CO)N,F5-F6-F5
889,COC(OCO)N,F5-F6-F5
890,COC(OC)(O)N,F5-F6-F5
891,OCOC(N)(N)N,F4-F6-F5-F4
892,O=CNC(O)(O)O,F3-F6-F9-F3
893,OCCNC(O)O,F1-F6-F5-F3
894,OCNCC(O)O,F1-F6-F5-F3
895,COCNC(O)O,F1-F6-F5-F3
896,OCN(C(O)O)C,F1-F6-F5-F3
897,OCC(NC)(O)O,F1-F6-F5-F3
898,CNC(C(O)O)O,F1-F6-F5-F3
899,CNC(OC)(O)O,F1-F6-F5-F3
900,CNC(OCO)O,F1-F6-F5-F3
901,CNCOC(O)O,F1-F6-F5-F3
902,NC(CC(O)O)O,F1-F6-F5-F3
903,OCCC(O)(O)N,F1-F6-F5-F3
904,COCC(O)(O)N,F1-F6-F5-F3
905,OC(C(O)(N)C)O,F1-F6-F5-F3
906,OCOC(O)(N)C,F1-F6-F5-F3
907,CC(OC(O)O)N,F1-F6-F5-F3
908,CC(NC(O)O)O,F1-F6-F5-F3
909,OCNC(O)(O)C,F1-F6-F5-F3
910,NCOCC(O)O,F1-F6-F5-F3
911,COC(C(O)O)N,F1-F6-F5-F3
912,CC(C(O)(O)N)O,F1-F5-F6-F3
913,NC(C(O)(O)C)O,F1-F5-F6-F3
914,NCOC(O)(O)C,F1-F5-F6-F3
915,CC(OC(O)N)O,F1-F5-F6-F3
916,CCOC(O)(O)N,F1-F5-F6-F3
917,CC(NC=O)(F)O,F6-F12-F9-F1
918,CN(C(F)O)C=O,F6-F12-F9-F1
919,CC(=O)NC(F)O,F6-F12-F9-F1
920,CNC(C=O)(F)O,F6-F12-F9-F1
921,CC(=O)C(F)(O)N,F6-F12-F9-F1
922,CC(NC(=O)F)O,F9-F12-F6-F1
923,CN(C(=O)F)CO,F9-F12-F6-F1
924,CNC(C(=O)F)O,F9-F12-F6-F1
925,CC(C(=O)F)(O)N,F9-F12-F6-F1
926,OC(NCCC)F,F1-F2-F6-F12
927,OCNCCCF,F1-F2-F6-F12
928,NC(CCC)(F)O,F1-F2-F6-F12
929,FCCCC(O)N,F1-F2-F6-F12
930,OCNC(CC)F,F1-F2-F6-F12
931,CCCC(F)(O)N,F1-F2-F6-F12
932,NC(C(CC)F)O,F1-F2-F6-F12
933,NC(CCCF)O,F1-F2-F6-F12
934,OC(N(CC)C)F,F1-F6-F2-F12
935,OCN(CCF)C,F1-F6-F2-F12
936,OCN(CC)CF,F1-F6-F2-F12
937,FCNC(CC)O,F1-F6-F2-F12
938,CNC(CC)(F)O,F1-F6-F2-F12
939,CNC(CCF)O,F1-F6-F2-F12
940,CC(CCF)(O)N,F1-F6-F2-F12
941,FCC(CC)(O)N,F1-F6-F2-F12
942,FCC(NCC)O,F1-F6-F2-F12
943,CCNC(F)(O)C,F1-F6-F2-F12
944,CC(NCCF)O,F1-F6-F2-F12
945,OC(NCCO)O,F2-F3-F6-F3
946,C(CO)C(O)(O)N,F2-F3-F6-F3
947,NC(OCCO)O,F2-F3-F6-F3
948,CCNC(O)(O)O,F3-F6-F2-F3
949,OC(C=O)NCF,F1-F12-F6-F9
950,OCN(C=O)CF,F1-F12-F6-F9
951,OCNC(C=O)F,F1-F12-F6-F9
952,OC(NC=O)CF,F1-F12-F6-F9
953,NC(C=O)(CF)O,F1-F12-F6-F9
954,NC(C(C=O)F)O,F1-F12-F6-F9
955,OC(NCC=O)F,F6-F12-F1-F9
956,NC(CC=O)(F)O,F6-F12-F1-F9
957,OCNC(=O)CF,F1-F12-F9-F6
958,NC(C(=O)CF)O,F1-F12-F9-F6
959,OCNCC(=O)F,F9-F12-F1-F6
960,NC(CC(=O)F)O,F9-F12-F1-F6
961,OCc1ccccc1,F5-F10
962,NC(NC(O)O)O,F3-F6-F6
963,OCNC(O)(O)N,F3-F6-F6
964,NC(C(O)(O)N)O,F3-F6-F6
965,NCOC(O)(O)N,F3-F6-F6
966,NC(OC(O)N)O,F3-F6-F6
967,OC(C(O)(N)N)O,F4-F6-F5-F3
968,OCOC(O)(N)N,F4-F6-F5-F3
969,NC(OC(O)O)N,F4-F6-F5-F3
970,OCCOC(O)O,F5-F5-F5-F3
971,OCOC(CO)O,F5-F5-F5-F3
972,OCOCC(O)O,F5-F5-F5-F3
973,OCC(C(O)O)O,F5-F5-F5-F3
974,OCC(CO)(O)O,F5-F5-F5-F3
975,OCC(OC)(O)O,F5-F5-F5-F3
976,COC(C(O)O)O,F5-F5-F5-F3
977,OCOCOCO,F5-F5-F5-F3
978,COC(OCO)O,F5-F5-F5-F3
979,COCOC(O)O,F5-F5-F5-F3
980,COC(OC)(O)O,F5-F5-F5-F3
981,OC(OCC=O)F,F5-F9-F5-F12
982,OCOC(C=O)F,F5-F9-F5-F12
983,OCOCC(=O)F,F5-F9-F5-F12
984,OC(C=O)(CO)F,F5-F9-F5-F12
985,OC(C(=O)F)CO,F5-F9-F5-F12
986,OC(C(F)O)C=O,F5-F9-F5-F12
987,OC(C=O)OCF,F5-F9-F5-F12
988,COC(C=O)(F)O,F5-F9-F5-F12
989,COC(C(=O)F)O,F5-F9-F5-F12
990,OCC(=O)C(F)O,F5-F9-F5-F12
991,NC(NC=O)(F)O,F4-F6-F9-F12
992,NC(NC(=O)F)O,F4-F6-F9-F12
993,FC(=O)C(O)(N)N,F4-F6-F9-F12
994,NC(=O)NC(F)O,F4-F9-F6-F12
995,NC(=O)C(F)(O)N,F4-F9-F6-F12
996,ClCC(CC)O,F1-F11-F5-F2
997,OCC(CC)Cl,F1-F11-F5-F2
998,OC(C=O)CCl,F1-F11-F5-F9
999,OCC(C=O)Cl,F1-F11-F5-F9
1000,FCOC(CC)O,F5-F12-F5-F2
1001,OCOC(CC)F,F5-F12-F5-F2
1002,OC(COCC)F,F5-F12-F5-F2
1003,OC(C(CC)O)F,F5-F12-F5-F2
1004,OCC(CC)(F)O,F5-F12-F5-F2
1005,OCC(OCC)F,F5-F12-F5-F2
1006,OC(OCCC)F,F5-F12-F5-F2
1007,COC(CC)(F)O,F5-F12-F5-F2
1008,CCNC(F)(O)N,F4-F6-F12-F2
1009,OC(CCC)Cl,F5-F11-F1-F2
1010,CCC(Cl)(O)C,F5-F11-F1-F2
1011,OC(CC=O)Cl,F5-F11-F1-F9
1012,CC(C=O)(Cl)O,F5-F11-F1-F9
1013,OC(NCCN)F,F2-F4-F6-F12
1014,C(CN)C(F)(O)N,F2-F4-F6-F12
1015,NC(NCCF)O,F2-F4-F6-F12
1016,NC(CCF)(O)N,F4-F6-F2-F12
1017,OCCOCCF,F5-F5-F2-F12
1018,OCC(CCF)O,F5-F5-F2-F12
1019,OCOCCCF,F5-F5-F2-F12
1020,COC(CCF)O,F5-F5-F2-F12
1021,OCCCC(F)O,F2-F5-F5-F12
1022,COCCC(F)O,F2-F5-F5-F12
1023,FCOCCCO,F2-F5-F5-F12
1024,CC(C(=O)Cl)O,F5-F9-F1-F11
1025,OCC(=O)CCl,F5-F9-F1-F11
1026,CC(=O)C(Cl)O,F5-F9-F1-F11
1027,OCCC(=O)Cl,F1-F5-F9-F11
1028,OCCCCCl,F2-F11-F1-F5
1029,ClC(=O)CCO,F2-F3-F9-F11
1030,CC(CCCl)O,F1-F5-F2-F11
1031,OCc1ncccc1,F5-F18
1032,OCc1cnccc1,F5-F18
1033,OC(NC=O)Cl,F6-F11-F9
1034,NC(C=O)(Cl)O,F6-F11-F9
1035,OCNC(=O)Cl,F9-F11-F6
1036,NC(C(=O)Cl)O,F9-F11-F6
1037,OC(NC(=O)F)O,F3-F6-F9-F12
1038,O=CNC(F)(O)O,F3-F6-F9-F12
1039,FC(=O)C(O)(O)N,F3-F6-F9-F12
1040,OCCNC(F)O,F1-F6-F5-F12
1041,OCNC(CO)F,F1-F6-F5-F12
1042,OCNCC(F)O,F1-F6-F5-F12
1043,OCNCOCF,F1-F6-F5-F12
1044,COC(NCO)F,F1-F6-F5-F12
1045,COCNC(F)O,F1-F6-F5-F12
1046,OCN(C(F)O)C,F1-F6-F5-F12
1047,OCN(CF)CO,F1-F6-F5-F12
1048,FCNC(CO)O,F1-F6-F5-F12
1049,CNC(CO)(F)O,F1-F6-F5-F12
1050,CNC(C(F)O)O,F1-F6-F5-F12
1051,COC(NCF)O,F1-F6-F5-F12
1052,CNC(OC)(F)O,F1-F6-F5-F12
1053,CNC(OCF)O,F1-F6-F5-F12
1054,FCNCOCO,F1-F6-F5-F12
1055,CNC(OCO)F,F1-F6-F5-F12
1056,CNCOC(F)O,F1-F6-F5-F12
1057,NC(CC(F)O)O,F1-F6-F5-F12
1058,OCC(C(O)N)F,F1-F6-F5-F12
1059,OCCC(F)(O)N,F1-F6-F5-F12
1060,NC(COCF)O,F1-F6-F5-F12
1061,COC(C(O)N)F,F1-F6-F5-F12
1062,COCC(F)(O)N,F1-F6-F5-F12
1063,OC(C(O)(N)C)F,F1-F6-F5-F12
1064,OCC(CF)(O)N,F1-F6-F5-F12
1065,CC(OCF)(O)N,F1-F6-F5-F12
1066,COC(CF)(O)N,F1-F6-F5-F12
1067,OCOC(CF)N,F1-F6-F5-F12
1068,CC(OCO)(F)N,F1-F6-F5-F12
1069,CC(OC(F)O)N,F1-F6-F5-F12
1070,CC(NC(F)O)O,F1-F6-F5-F12
1071,OCNC(F)(O)C,F1-F6-F5-F12
1072,OCNC(CF)O,F1-F6-F5-F12
1073,NCOCC(F)O,F1-F6-F5-F12
1074,NCOC(CO)F,F1-F6-F5-F12
1075,NC(OCCO)F,F1-F6-F5-F12
1076,FCOC(CO)N,F1-F6-F5-F12
1077,COC(CO)(F)N,F1-F6-F5-F12
1078,COC(C(F)O)N,F1-F6-F5-F12
1079,CC(C(F)(O)N)O,F1-F5-F6-F12
1080,NC(C(F)(O)C)O,F1-F5-F6-F12
1081,NC(C(CF)O)O,F1-F5-F6-F12
1082,NCOC(CF)O,F1-F5-F6-F12
1083,CC(OCN)(F)O,F1-F5-F6-F12
1084,CC(OC(F)N)O,F1-F5-F6-F12
1085,NC(OCCF)O,F1-F5-F6-F12
1086,NC(OC(F)C)O,F1-F5-F6-F12
1087,CCOC(F)(O)N,F1-F5-F6-F12
1088,OC(NC(O)O)O,F3-F6-F5-F3
1089,OCNC(O)(O)O,F3-F6-F5-F3
1090,OC(C(O)(O)N)O,F3-F6-F5-F3
1091,OCOC(O)(O)N,F3-F6-F5-F3
1092,NC(OC(O)O)O,F3-F6-F5-F3
1093,NC(C(O)(O)O)O,F3-F5-F6-F3
1094,NCOC(O)(O)O,F3-F5-F6-F3
1095,CC(NCCl)O,F1-F11-F6-F1
1096,OCN(CCl)C,F1-F11-F6-F1
1097,CC(NCO)Cl,F1-F11-F6-F1
1098,CNC(CCl)O,F1-F11-F6-F1
1099,CC(CCl)(O)N,F1-F11-F6-F1
1100,NC(C(Cl)C)O,F1-F11-F6-F1
1101,CCNC(Cl)O,F6-F11-F1-F1
1102,OC(N(C)C)Cl,F6-F11-F1-F1
1103,CNC(Cl)(O)C,F6-F11-F1-F1
1104,CCC(Cl)(O)N,F6-F11-F1-F1
1105,OC(NCCO)F,F2-F3-F6-F12
1106,C(CO)C(F)(O)N,F2-F3-F6-F12
1107,CCNC(F)(O)O,F3-F6-F2-F12
1108,OC(NCCF)O,F3-F6-F2-F12
1109,NC(CCF)(O)O,F3-F6-F2-F12
1110,ClCCNCO,F1-F1-F6-F11
1111,NC(CCCl)O,F1-F1-F6-F11
1112,NC(=O)C(Cl)O,F5-F9-F4-F11
1113,OCNCCCl,F2-F11-F6
1114,OC(NCC)Cl,F6-F11-F2
1115,OC(CCN)Cl,F2-F4-F5-F11
1116,OCc1nccnc1,F5-F19
1117,NC(NC(F)O)O,F4-F6-F5-F12
1118,OCNC(F)(O)N,F4-F6-F5-F12
1119,OC(C(O)(N)N)F,F4-F6-F5-F12
1120,FCOC(O)(N)N,F4-F6-F5-F12
1121,NC(OC(F)O)N,F4-F6-F5-F12
1122,OCOC(F)(N)N,F4-F6-F5-F12
1123,OCCOC(F)O,F5-F5-F5-F12
1124,OCOC(CO)F,F5-F5-F5-F12
1125,OCOCC(F)O,F5-F5-F5-F12
1126,OCC(C(F)O)O,F5-F5-F5-F12
1127,OCC(CO)(F)O,F5-F5-F5-F12
1128,FCOC(CO)O,F5-F5-F5-F12
1129,COC(CO)(F)O,F5-F5-F5-F12
1130,COC(C(F)O)O,F5-F5-F5-F12
1131,OCOCOCF,F5-F5-F5-F12
1132,COC(OCO)F,F5-F5-F5-F12
1133,COCOC(F)O,F5-F5-F5-F12
1134,COC(OCF)O,F5-F5-F5-F12
1135,COC(OC)(F)O,F5-F5-F5-F12
1136,NC(C(F)(O)N)O,F4-F5-F6-F12
1137,NC(OC(F)N)O,F4-F5-F6-F12
1138,NCOC(F)(O)N,F4-F5-F6-F12
1139,NC(NCCl)O,F1-F11-F6-F4
1140,NC(NCO)Cl,F1-F11-F6-F4
1141,ClCC(O)(N)N,F1-F11-F6-F4
1142,NC(C(O)N)Cl,F1-F11-F6-F4
1143,NCNC(Cl)O,F6-F11-F1-F4
1144,CNC(Cl)(O)N,F6-F11-F1-F4
1145,NCC(Cl)(O)N,F6-F11-F1-F4
1146,COCC(Cl)O,F5-F5-F11-F1
1147,OC(C(O)C)Cl,F5-F5-F11-F1
1148,OCC(Cl)(O)C,F5-F5-F11-F1
1149,COC(CO)Cl,F5-F5-F11-F1
1150,CC(OCCl)O,F5-F5-F11-F1
1151,CC(OCO)Cl,F5-F5-F11-F1
1152,CCOC(Cl)O,F5-F5-F11-F1
1153,COC(Cl)(O)C,F5-F5-F11-F1
1154,OC(OCC)Cl,F5-F11-F3-F2
1155,CCC(Cl)(O)O,F5-F11-F3-F2
1156,O=CC(Cl)(O)O,F5-F11-F3-F9
1157,ClCCOCO,F1-F11-F5-F5
1158,OCC(CCl)O,F1-F11-F5-F5
1159,COC(CCl)O,F1-F11-F5-F5
1160,OCC(CO)Cl,F1-F11-F5-F5
1161,OCCOCCl,F1-F11-F5-F5
1162,OCCC(Cl)O,F5-F11-F1-F5
1163,OC(C(=O)Cl)O,F5-F9-F3-F11
1164,OC(CCO)Cl,F2-F3-F5-F11
1165,ClCOCCO,F2-F3-F5-F11
1166,OCOCCCl,F2-F3-F5-F11
1167,OC(CCCl)O,F3-F5-F2-F11
1168,OC(C(O)O)Cl,F5-F5-F11-F3
1169,OCC(Cl)(O)O,F5-F5-F11-F3
1170,ClCOC(O)O,F5-F5-F11-F3
