Sl.No,Molecule_Smiles,Combination_Code
22397,CCC1SCC(SC1)C(O)C,F5-F13-F1-F2
22398,CCC(C1SCCSC1)(O)C,F5-F13-F1-F2
22399,CCCC(C1SCCSC1)O,F5-F13-F1-F2
22400,O=CC1SCC(SC1)C(O)C,F5-F13-F1-F9
22401,O=CC(C1SCCSC1)(O)C,F5-F13-F1-F9
22402,O=CCC(C1SCCSC1)O,F5-F13-F1-F9
22403,NC(OCNc1oc(cc1)Cl)O,F11-F20-F6-F6
22404,OCNC(Nc1oc(cc1)Cl)O,F11-F20-F6-F6
22405,NC(C(Nc1oc(cc1)Cl)O)O,F11-F20-F6-F6
22406,NCOC(Nc1oc(cc1)Cl)O,F11-F20-F6-F6
22407,OCN(c1oc(cc1)Cl)C(O)N,F11-F20-F6-F6
22408,NC(NC(c1oc(cc1)Cl)O)O,F11-F20-F6-F6
22409,OCNC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F6
22410,NC(C(c1oc(cc1)Cl)(O)N)O,F11-F20-F6-F6
22411,NCOC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F6
22412,NC(OC(c1oc(cc1)Cl)N)O,F11-F20-F6-F6
22413,NC(NCOc1oc(cc1)Cl)O,F11-F20-F6-F6
22414,OCNC(Oc1oc(cc1)Cl)N,F11-F20-F6-F6
22415,NC(C(Oc1oc(cc1)Cl)N)O,F11-F20-F6-F6
22416,NC(OCNc1sc(cc1)F)O,F12-F14-F6-F6
22417,OCNC(Nc1sc(cc1)F)O,F12-F14-F6-F6
22418,NC(C(Nc1sc(cc1)F)O)O,F12-F14-F6-F6
22419,NCOC(Nc1sc(cc1)F)O,F12-F14-F6-F6
22420,OCN(c1sc(cc1)F)C(O)N,F12-F14-F6-F6
22421,NC(NC(c1sc(cc1)F)O)O,F12-F14-F6-F6
22422,OCNC(c1sc(cc1)F)(O)N,F12-F14-F6-F6
22423,NC(C(c1sc(cc1)F)(O)N)O,F12-F14-F6-F6
22424,NCOC(c1sc(cc1)F)(O)N,F12-F14-F6-F6
22425,NC(OC(c1sc(cc1)F)N)O,F12-F14-F6-F6
22426,NC(NCOc1sc(cc1)F)O,F12-F14-F6-F6
22427,OCNC(Oc1sc(cc1)F)N,F12-F14-F6-F6
22428,NC(C(Oc1sc(cc1)F)N)O,F12-F14-F6-F6
22429,NC(OC(Nc1occc1)Cl)O,F6-F11-F20-F6
22430,OC(NCO)(Nc1occc1)Cl,F6-F11-F20-F6
22431,NC(C(Nc1occc1)(Cl)O)O,F6-F11-F20-F6
22432,NCOC(Nc1occc1)(Cl)O,F6-F11-F20-F6
22433,NC(N(c1occc1)C(Cl)O)O,F6-F11-F20-F6
22434,OCNc1oc(cc1)NC(Cl)O,F6-F11-F20-F6
22435,OC(Nc1oc(cc1)C(O)N)Cl,F6-F11-F20-F6
22436,NCOc1oc(cc1)NC(Cl)O,F6-F11-F20-F6
22437,OCNc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F6
22438,NC(c1oc(cc1)C(Cl)(O)N)O,F6-F11-F20-F6
22439,NCOc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F6
22440,NC(c1occc1)(OC(O)N)Cl,F6-F11-F20-F6
22441,NC(NC(c1occc1)(Cl)O)O,F6-F11-F20-F6
22442,NC(NC(Oc1occc1)Cl)O,F6-F11-F20-F6
22443,NC(Oc1occc1)(NCO)Cl,F6-F11-F20-F6
22444,NC(C(O)N)(Oc1occc1)Cl,F6-F11-F20-F6
22445,OCNc1oc(cc1)OC(Cl)N,F6-F11-F20-F6
22446,NC(Oc1oc(cc1)C(O)N)Cl,F6-F11-F20-F6
22447,NC(OC(Nc1sccc1)F)O,F6-F14-F12-F6
22448,OC(NCO)(Nc1sccc1)F,F6-F14-F12-F6
22449,NC(C(Nc1sccc1)(F)O)O,F6-F14-F12-F6
22450,NCOC(Nc1sccc1)(F)O,F6-F14-F12-F6
22451,NC(N(c1sccc1)C(F)O)O,F6-F14-F12-F6
22452,OCNc1sc(cc1)NC(F)O,F6-F14-F12-F6
22453,OC(Nc1sc(cc1)C(O)N)F,F6-F14-F12-F6
22454,NCOc1sc(cc1)NC(F)O,F6-F14-F12-F6
22455,OCNc1sc(cc1)C(F)(O)N,F6-F14-F12-F6
22456,NC(c1sc(cc1)C(F)(O)N)O,F6-F14-F12-F6
22457,NCOc1sc(cc1)C(F)(O)N,F6-F14-F12-F6
22458,NC(c1sccc1)(OC(O)N)F,F6-F14-F12-F6
22459,NC(NC(c1sccc1)(F)O)O,F6-F14-F12-F6
22460,NC(NC(Oc1sccc1)F)O,F6-F14-F12-F6
22461,NC(Oc1sccc1)(NCO)F,F6-F14-F12-F6
22462,NC(C(O)N)(Oc1sccc1)F,F6-F14-F12-F6
22463,OCNc1sc(cc1)OC(F)N,F6-F14-F12-F6
22464,NC(Oc1sc(cc1)C(O)N)F,F6-F14-F12-F6
22465,OCc1sc(cc1)c1nccnc1,F1-F14-F19-F3
22466,c1cncc(n1)C(c1sccc1)O,F1-F14-F19-F3
22467,c1cncc(n1)OC(c1occc1)O,F5-F20-F19-F3
22468,c1nc(O)cnc1C(c1occc1)O,F5-F20-F19-F3
22469,c1cncc(n1)C(c1occc1)(O)O,F5-F20-F19-F3
22470,c1cncc(n1)C(c1oc(cc1)O)O,F5-F20-F19-F3
22471,c1cncc(n1)c1oc(cc1)C(O)O,F5-F20-F19-F3
22472,OCc1oc(cc1)c1ncc(nc1)O,F5-F20-F19-F3
22473,c1cncc(n1)C(Oc1occc1)O,F5-F20-F19-F3
22474,OCOc1oc(cc1)c1nccnc1,F5-F20-F19-F3
22475,OCc1ncc(nc1)c1sccc1,F1-F19-F14-F3
22476,OCc1ccc(cc1)c1nncs1,F1-F10-F15-F3
22477,c1cccc(c1)C(c1nncs1)O,F1-F10-F15-F3
22478,OCc1nnc(s1)c1ccccc1,F1-F15-F10-F3
22479,c1nc(C(O)O)cnc1c1occc1,F19-F20-F5-F3
22480,OCc1ncc(nc1)c1oc(cc1)O,F19-F20-F5-F3
22481,OCOc1ncc(nc1)c1occc1,F19-F20-F5-F3
22482,OCOc1ccc(cc1)C1CCCC1,F3-F10-F17-F5
22483,OCC1CCC(C1)c1ccc(cc1)O,F3-F10-F17-F5
22484,OCc1ccc(cc1)OC1CCCC1,F3-F10-F17-F5
22485,OCC1CC(CC1)Oc1ccccc1,F3-F10-F17-F5
22486,OCc1ccc(cc1)C1CC(CC1)O,F10-F17-F3-F5
22487,COc1ccc(cc1)C1CC(CC1)O,F10-F17-F3-F5
22488,OCOC1CCC(C1)c1ccccc1,F10-F17-F3-F5
22489,OCCCCC1SCCSC1,F1-F2-F13-F5
22490,OCCCC1SCC(SC1)C,F1-F13-F2-F5
22491,OCCc1ncc(nc1)C1CCCC1,F1-F19-F17-F5
22492,OCC1CCC(C1)c1ncc(nc1)C,F1-F19-F17-F5
22493,OCc1ncc(nc1)CC1CCCC1,F1-F19-F17-F5
22494,OCC(C1CCCC1)c1nccnc1,F1-F19-F17-F5
22495,OCC1CC(CC1)Cc1nccnc1,F1-F19-F17-F5
22496,OCc1ncc(nc1)C1CC(CC1)C,F17-F19-F1-F5
22497,OCCC1CCC(C1)c1nccnc1,F17-F19-F1-F5
22498,CCCCC1SCC(SC1)O,F3-F13-F2-F2
22499,O=CCCC1SCC(SC1)O,F3-F13-F2-F9
22500,CCC1SCC(SC1)CCO,F2-F3-F13-F2
22501,O=CC1SCC(SC1)CCO,F2-F3-F13-F9
22502,c1nc(cnc1C1CC(CC1)O)CC,F17-F19-F3-F2
22503,O=Cc1ncc(nc1)C1CC(CC1)O,F17-F19-F3-F9
22504,c1cc(C(F)O)ccc1c1occc1,F5-F10-F12-F20
22505,c1coc(c1)C(c1ccccc1)(F)O,F5-F10-F12-F20
22506,c1coc(c1)C(c1ccc(cc1)F)O,F5-F10-F12-F20
22507,NC(OCC(N1COCCC1)O)O,F5-F5-F6-F7
22508,OCC(N1COCCC1)OC(O)N,F5-F5-F6-F7
22509,OCCOC(N1COCCC1)(O)N,F5-F5-F6-F7
22510,OCC(NC(N1COCCC1)O)O,F5-F5-F6-F7
22511,OCNC(N1COCCC1)(CO)O,F5-F5-F6-F7
22512,OCNC(C(N1COCCC1)O)O,F5-F5-F6-F7
22513,NC(C(C(N1COCCC1)O)O)O,F5-F5-F6-F7
22514,OCC(N1COCCC1)(C(O)N)O,F5-F5-F6-F7
22515,OCC(C(N1COCCC1)(O)N)O,F5-F5-F6-F7
22516,OCC(OC(N1COCCC1)N)O,F5-F5-F6-F7
22517,NCOC(N1COCCC1)(CO)O,F5-F5-F6-F7
22518,NCOC(C(N1COCCC1)O)O,F5-F5-F6-F7
22519,OCOCNC(N1COCCC1)O,F5-F5-F6-F7
22520,OCNC(N1COCCC1)OCO,F5-F5-F6-F7
22521,OCNCOC(N1COCCC1)O,F5-F5-F6-F7
22522,NC(COC(N1COCCC1)O)O,F5-F5-F6-F7
22523,OCOC(N1COCCC1)C(O)N,F5-F5-F6-F7
22524,OCOCC(N1COCCC1)(O)N,F5-F5-F6-F7
22525,OCOCOC(N1COCCC1)N,F5-F5-F6-F7
22526,NCOC(N1COCCC1)OCO,F5-F5-F6-F7
22527,NCOCOC(N1COCCC1)O,F5-F5-F6-F7
22528,OCNC(OCN1COCCC1)O,F5-F5-F6-F7
22529,OCNC(N1COCCC1)(OC)O,F5-F5-F6-F7
22530,COC(NC(N1COCCC1)O)O,F5-F5-F6-F7
22531,OC(C(O)N)OCN1COCCC1,F5-F5-F6-F7
22532,COC(N1COCCC1)(C(O)N)O,F5-F5-F6-F7
22533,COC(C(N1COCCC1)(O)N)O,F5-F5-F6-F7
22534,NCOC(OCN1COCCC1)O,F5-F5-F6-F7
22535,NCOC(N1COCCC1)(OC)O,F5-F5-F6-F7
22536,COC(OC(N1COCCC1)N)O,F5-F5-F6-F7
22537,NC(OCOCN1COCCC1)O,F5-F5-F6-F7
22538,COC(N1COCCC1)OC(O)N,F5-F5-F6-F7
22539,COCOC(N1COCCC1)(O)N,F5-F5-F6-F7
22540,OCN(C(N1COCCC1)O)CO,F5-F6-F5-F7
22541,OCC(C(N1COCCC1)O)(O)N,F5-F6-F5-F7
22542,OCC(OCN1COCCC1)(O)N,F5-F6-F5-F7
22543,COC(C(N1COCCC1)O)(O)N,F5-F6-F5-F7
22544,OCC(OC(N1COCCC1)O)N,F5-F6-F5-F7
22545,OCOC(N1COCCC1)(CO)N,F5-F6-F5-F7
22546,OCOC(C(N1COCCC1)O)N,F5-F6-F5-F7
22547,OCOC(OCN1COCCC1)N,F5-F6-F5-F7
22548,OCOC(N1COCCC1)(OC)N,F5-F6-F5-F7
22549,COC(OC(N1COCCC1)O)N,F5-F6-F5-F7
22550,COC(OCN1COCCC1)(O)N,F5-F6-F5-F7
22551,OC(c1ccc(cc1)C1CCCC1)O,F5-F10-F3-F17
22552,c1ccccc1C(C1CCCC1)(O)O,F5-F10-F3-F17
22553,OC(c1ccccc1)OC1CCCC1,F5-F10-F3-F17
22554,c1cc(ccc1O)C(C1CCCC1)O,F5-F10-F3-F17
22555,c1ccccc1OC(C1CCCC1)O,F5-F10-F3-F17
22556,c1nc(ccc1N)C(C1CCCC1)O,F5-F17-F18-F4
22557,c1cccc(n1)C(C1CCCC1)(O)N,F5-F17-F18-F4
22558,c1cccc(n1)C(C1CC(CC1)N)O,F5-F17-F18-F4
22559,c1nc(N)ccc1C(C1CCCC1)O,F5-F17-F18-F4
22560,c1ncccc1C(C1CCCC1)(O)N,F5-F17-F18-F4
22561,c1cncc(c1)C(C1CC(CC1)N)O,F5-F17-F18-F4
22562,c1cccc(n1)C1CCC(C1)C(O)N,F5-F17-F18-F4
22563,OCC1CCC(C1)c1ncc(cc1)N,F5-F17-F18-F4
22564,c1cncc(c1)C1CCC(C1)C(O)N,F5-F17-F18-F4
22565,OCC1CCC(C1)c1cnc(cc1)N,F5-F17-F18-F4
22566,NC(c1cnc(cc1)C1CCCC1)O,F17-F18-F5-F4
22567,OCc1cnc(cc1)C1CC(CC1)N,F17-F18-F5-F4
22568,c1nc(C(O)N)ccc1C1CCCC1,F17-F18-F5-F4
22569,OCc1ncc(cc1)C1CC(CC1)N,F17-F18-F5-F4
22570,OCc1oc(cc1)Oc1nccnc1,F5-F20-F3-F19
22571,OCc1ncc(nc1)Oc1occc1,F3-F19-F20-F5
22572,OCc1oc(cc1)C(=O)c1occc1,F9-F20-F20-F5
22573,OCC(=O)c1oc(cc1)c1occc1,F9-F20-F20-F5
22574,OCc1oc(cc1)c1oc(cc1)C=O,F9-F20-F20-F5
22575,CCC(c1occc1)(c1occc1)O,F5-F20-F20-F2
22576,CCc1oc(cc1)C(c1occc1)O,F5-F20-F20-F2
22577,O=CC(c1occc1)(c1occc1)O,F5-F20-F20-F9
22578,O=Cc1oc(cc1)C(c1occc1)O,F5-F20-F20-F9
22579,c1cc(oc1C(CC)O)c1occc1,F5-F20-F20-F2
22580,OCc1oc(cc1)c1oc(cc1)CC,F5-F20-F20-F2
22581,O=CC(c1oc(cc1)c1occc1)O,F5-F20-F20-F9
22582,NC(OCNc1sccc1)(F)O,F6-F14-F6-F12
22583,OC(NC(F)O)Nc1sccc1,F6-F14-F6-F12
22584,NC(C(Nc1sccc1)O)(F)O,F6-F14-F6-F12
22585,NC(OC(Nc1sccc1)O)F,F6-F14-F6-F12
22586,OCN(C(F)(O)N)c1sccc1,F6-F14-F6-F12
22587,NC(NC(c1sccc1)O)(F)O,F6-F14-F6-F12
22588,NC(c1sccc1)(NC(F)O)O,F6-F14-F6-F12
22589,NC(c1sccc1)(C(F)(O)N)O,F6-F14-F6-F12
22590,NC(c1sccc1)(OC(F)N)O,F6-F14-F6-F12
22591,NC(c1sccc1)OC(F)(O)N,F6-F14-F6-F12
22592,NC(NCOc1sccc1)(F)O,F6-F14-F6-F12
22593,NC(Oc1sccc1)NC(F)O,F6-F14-F6-F12
22594,NC(C(F)(O)N)Oc1sccc1,F6-F14-F6-F12
22595,OCc1cnc(cc1)NC1CCCC1,F4-F18-F5-F17
22596,c1nc(NC(C2CCCC2)O)ccc1,F4-F18-F5-F17
22597,OCN(C1CCCC1)c1ncccc1,F4-F18-F5-F17
22598,OCNc1ncc(cc1)C1CCCC1,F4-F18-F5-F17
22599,OCc1ncc(cc1)NC1CCCC1,F4-F18-F5-F17
22600,c1ncccc1NC(C1CCCC1)O,F4-F18-F5-F17
22601,OCN(C1CCCC1)c1cnccc1,F4-F18-F5-F17
22602,OCNc1cnc(cc1)C1CCCC1,F4-F18-F5-F17
22603,c1cccc(n1)C(NC1CCCC1)O,F4-F5-F18-F17
22604,OC(c1cnccc1)NC1CCCC1,F4-F5-F18-F17
22605,C1OCCN1C(N1COCC1)(F)O,F5-F8-F8-F12
22606,c1cccc(c1)C(c1oc(cc1)F)O,F5-F20-F10-F12
22607,OC(c1oc(cc1)c1ccccc1)F,F5-F20-F10-F12
22608,CC(C(=O)C1SCCSC1)O,F5-F9-F1-F13
22609,CC(=O)C(C1SCCSC1)O,F5-F9-F1-F13
22610,C1SCC(SC1)CCCCO,F2-F2-F13-F3
22611,c1cncc(n1)CCC1CC(CC1)O,F2-F17-F19-F3
22612,c1cncc(n1)C1CCC(C1)CCO,F2-F17-F19-F3
22613,c1nc(cnc1C1CCCC1)CCO,F17-F19-F2-F3
22614,OC(NC(Cl)O)Nc1occc1,F6-F11-F6-F20
22615,NC(c1occc1)(NC(Cl)O)O,F6-F11-F6-F20
22616,NC(Oc1occc1)NC(Cl)O,F6-F11-F6-F20
22617,NC(NCOc1occc1)(Cl)O,F6-F11-F6-F20
22618,NC(NC(c1occc1)O)(Cl)O,F6-F11-F6-F20
22619,OCN(C(Cl)(O)N)c1occc1,F6-F11-F6-F20
22620,NC(C(Nc1occc1)O)(Cl)O,F6-F11-F6-F20
22621,NC(c1occc1)(C(Cl)(O)N)O,F6-F11-F6-F20
22622,NC(C(Cl)(O)N)Oc1occc1,F6-F11-F6-F20
22623,NC(OCNc1occc1)(Cl)O,F6-F11-F6-F20
22624,NC(c1occc1)OC(Cl)(O)N,F6-F11-F6-F20
22625,NC(OC(Nc1occc1)O)Cl,F6-F11-F6-F20
22626,NC(c1occc1)(OC(Cl)N)O,F6-F11-F6-F20
22627,c1ccoc1C(C(=O)c1occc1)O,F5-F20-F9-F20
22628,OC(C1SCCSC1)CCC,F1-F2-F5-F13
22629,O=C(C1SCCSC1)CCO,F2-F3-F9-F13
22630,CC(CCC1SCCSC1)O,F1-F5-F2-F13
22631,OCNC1CCC(C1)c1ncccc1,F17-F18-F6
22632,OCNC1CCC(C1)c1cnccc1,F17-F18-F6
22633,c1coc(c1)C(CCc1occc1)O,F5-F20-F2-F20
22634,OCc1oc(cc1)CCc1occc1,F5-F20-F2-F20
22635,OCCCc1oc(cc1)c1occc1,F2-F20-F5-F20
22636,c1cccc(c1)COC1CC(CC1)O,F5-F10-F17-F3
22637,c1cccc(c1)C(C1CC(CC1)O)O,F5-F10-F17-F3
22638,c1cccc(c1)OCC1CC(CC1)O,F5-F10-F17-F3
22639,c1cccc(c1)C1CCC(C1)C(O)O,F5-F17-F10-F3
22640,c1cncc(n1)C(=O)C1CC(CC1)O,F9-F19-F17-F3
22641,c1nc(C)cnc1C(C1CCCC1)O,F5-F17-F19-F1
22642,c1cncc(n1)C(C1CCCC1)(O)C,F5-F17-F19-F1
22643,c1cncc(n1)C(C1CC(CC1)C)O,F5-F17-F19-F1
22644,c1cncc(n1)C1CCC(C1)C(O)C,F5-F17-F19-F1
22645,c1nc(C(O)C)cnc1C1CCCC1,F17-F19-F5-F1
22646,OC(Nc1ccccc1)(Cl)Cl,F6-F11-F11-F10
22647,OCC1CC(CC1)Nc1ncccc1,F4-F18-F17-F5
22648,OCC1CC(CC1)Nc1cnccc1,F4-F18-F17-F5
22649,c1cncc(n1)CC(C1CCCC1)O,F1-F19-F5-F17
22650,c1cncc(n1)C(CC1CCCC1)O,F5-F19-F1-F17
22651,OC(Nc1ccc(cc1)Cl)Cl,F6-F11-F10-F11
22652,c1c(Cl)ccc(c1)C(Cl)(O)N,F6-F11-F10-F11
22653,OCNC(Oc1sccc1)Cl,F5-F11-F14-F6
22654,NC(C(Oc1sccc1)Cl)O,F5-F11-F14-F6
22655,OCNc1sc(cc1)OCCl,F5-F11-F14-F6
22656,ClCOc1sc(cc1)C(O)N,F5-F11-F14-F6
22657,NC(OC(c1sccc1)Cl)O,F5-F11-F14-F6
22658,OC(c1sccc1)(NCO)Cl,F5-F11-F14-F6
22659,NC(C(c1sccc1)(Cl)O)O,F5-F11-F14-F6
22660,NCOC(c1sccc1)(Cl)O,F5-F11-F14-F6
22661,OCNc1sc(cc1)C(Cl)O,F5-F11-F14-F6
22662,NC(c1sc(cc1)C(Cl)O)O,F5-F11-F14-F6
22663,NCOc1sc(cc1)C(Cl)O,F5-F11-F14-F6
22664,NC(OCc1sc(cc1)Cl)O,F5-F14-F11-F6
22665,OCNC(c1sc(cc1)Cl)O,F5-F14-F11-F6
22666,NC(C(c1sc(cc1)Cl)O)O,F5-F14-F11-F6
22667,NCOC(c1sc(cc1)Cl)O,F5-F14-F11-F6
22668,OCNCOc1sc(cc1)Cl,F5-F14-F11-F6
22669,NC(COc1sc(cc1)Cl)O,F5-F14-F11-F6
22670,CCC(Nc1scnn1)(Cl)O,F6-F15-F11-F2
22671,OC(N(CC)c1scnn1)Cl,F6-F15-F11-F2
22672,OC(Nc1nnc(s1)CC)Cl,F6-F15-F11-F2
22673,OC(C=O)(Nc1nncs1)Cl,F6-F15-F11-F9
22674,OC(N(c1nncs1)C=O)Cl,F6-F15-F11-F9
22675,OC(Nc1nnc(s1)C=O)Cl,F6-F15-F11-F9
22676,OC(CC)Nc1nnc(s1)Cl,F6-F15-F11-F2
22677,OCN(CC)c1nnc(s1)Cl,F6-F15-F11-F2
22678,OC(C=O)Nc1nnc(s1)Cl,F6-F15-F11-F9
22679,OCN(c1nnc(s1)Cl)C=O,F6-F15-F11-F9
22680,CCNC(c1scnn1)(Cl)O,F6-F15-F11-F2
22681,CCc1nnc(s1)C(Cl)(O)N,F6-F15-F11-F2
22682,OC(c1nncs1)(NC=O)Cl,F6-F15-F11-F9
22683,O=Cc1nnc(s1)C(Cl)(O)N,F6-F15-F11-F9
22684,OC(c1nnc(s1)Cl)NCC,F6-F15-F11-F2
22685,CCC(c1nnc(s1)Cl)(O)N,F6-F15-F11-F2
22686,OC(c1nnc(s1)Cl)NC=O,F6-F15-F11-F9
22687,NC(c1nnc(s1)Cl)(C=O)O,F6-F15-F11-F9
22688,OCC(=O)C1SCC(SC1)N,F4-F13-F9-F5
22689,OCNC1SCC(SC1)C=O,F4-F13-F9-F5
22690,OCC(=O)NC1SCCSC1,F4-F13-F9-F5
22691,OCN(C1SCCSC1)C=O,F4-F13-F9-F5
22692,O=CNC1SCC(SC1)CO,F4-F13-F9-F5
22693,OCNC(NC(N1COCC1)O)O,F6-F6-F8-F5
22694,OCC(NC(N1COCC1)O)(O)N,F6-F6-F8-F5
22695,COC(NC(N1COCC1)O)(O)N,F6-F6-F8-F5
22696,OCN(C(N1COCC1)O)C(O)N,F6-F6-F8-F5
22697,OCC(N1COCC1)(NC(O)N)O,F6-F6-F8-F5
22698,COC(N1COCC1)(NC(O)N)O,F6-F6-F8-F5
22699,OCOC(N1COCC1)NC(O)N,F6-F6-F8-F5
22700,OCOC(NC(N1COCC1)O)N,F6-F6-F8-F5
22701,OCOCNC(N1COCC1)(O)N,F6-F6-F8-F5
22702,OCC(NC(N1COCC1)(O)N)O,F6-F6-F8-F5
22703,COC(NC(N1COCC1)(O)N)O,F6-F6-F8-F5
22704,OCN(C(N1COCC1)(O)N)CO,F6-F6-F8-F5
22705,OCNC(N1COCC1)(OCO)N,F6-F6-F8-F5
22706,OCNC(N1COCC1)(NCO)O,F6-F6-F8-F5
22707,OCNC(C(N1COCC1)(O)N)O,F6-F6-F8-F5
22708,OCC(C(N1COCC1)(O)N)(O)N,F6-F6-F8-F5
22709,COC(C(N1COCC1)(O)N)(O)N,F6-F6-F8-F5
22710,OCOC(N1COCC1)(C(O)N)N,F6-F6-F8-F5
22711,OCNC(N1COCC1)(C(O)N)O,F6-F6-F8-F5
22712,OCOC(C(N1COCC1)(O)N)N,F6-F6-F8-F5
22713,OCNC(OC(N1COCC1)N)O,F6-F6-F8-F5
22714,OCC(OC(N1COCC1)N)(O)N,F6-F6-F8-F5
22715,COC(OC(N1COCC1)N)(O)N,F6-F6-F8-F5
22716,OCC(N1COCC1)(OC(O)N)N,F6-F6-F8-F5
22717,COC(N1COCC1)(OC(O)N)N,F6-F6-F8-F5
22718,OCNC(N1COCC1)OC(O)N,F6-F6-F8-F5
22719,OCOC(OC(N1COCC1)N)N,F6-F6-F8-F5
22720,OCNCOC(N1COCC1)(O)N,F6-F6-F8-F5
22721,OCC(OC(N1COCC1)(O)N)N,F6-F6-F8-F5
22722,COC(OC(N1COCC1)(O)N)N,F6-F6-F8-F5
22723,NCOC(N1COCC1)(OCO)N,F6-F6-F8-F5
22724,OCNC(N1COCC1)(OCN)O,F6-F6-F8-F5
22725,OCC1SCC(SC1)C(=O)N,F9-F13-F4-F5
22726,OCNC(=O)C1SCCSC1,F9-F13-F4-F5
22727,CCC(C1SCC(SC1)N)O,F4-F13-F5-F2
22728,OCC1SCC(SC1)NCC,F4-F13-F5-F2
22729,O=CC(C1SCC(SC1)N)O,F4-F13-F5-F9
22730,CCC(NC1SCCSC1)O,F4-F13-F5-F2
22731,OCN(C1SCCSC1)CC,F4-F13-F5-F2
22732,OCNC1SCC(SC1)CC,F4-F13-F5-F2
22733,O=CC(NC1SCCSC1)O,F4-F13-F5-F9
22734,CCC1SCC(SC1)C(O)N,F5-F13-F4-F2
22735,CCC(C1SCCSC1)(O)N,F5-F13-F4-F2
22736,CCNC(C1SCCSC1)O,F5-F13-F4-F2
22737,O=CC1SCC(SC1)C(O)N,F5-F13-F4-F9
22738,O=CC(C1SCCSC1)(O)N,F5-F13-F4-F9
22739,O=CNC(C1SCCSC1)O,F5-F13-F4-F9
22740,CC(Nc1oc(cc1)c1occc1)O,F20-F20-F6-F1
22741,OCN(c1oc(cc1)c1occc1)C,F20-F20-F6-F1
22742,OCNc1oc(cc1)c1oc(cc1)C,F20-F20-F6-F1
22743,CNC(c1oc(cc1)c1occc1)O,F20-F20-F6-F1
22744,c1cc(oc1C(O)(N)C)c1occc1,F20-F20-F6-F1
22745,NC(c1oc(cc1)c1oc(cc1)C)O,F20-F20-F6-F1
22746,c1coc(c1)C(Nc1oc(cc1)C)O,F6-F20-F20-F1
22747,c1ccoc1C(N(c1occc1)C)O,F6-F20-F20-F1
22748,c1ccoc1NC(c1occc1)(O)C,F6-F20-F20-F1
22749,c1coc(c1)NC(c1oc(cc1)C)O,F6-F20-F20-F1
22750,CC(N(c1occc1)c1occc1)O,F6-F20-F20-F1
22751,OCN(c1oc(cc1)C)c1occc1,F6-F20-F20-F1
22752,CNC(c1occc1)(c1occc1)O,F6-F20-F20-F1
22753,c1coc(c1)C(c1oc(cc1)C)(O)N,F6-F20-F20-F1
22754,OC(N1COCCC1)c1ccccc1,F5-F10-F7
22755,OCc1ccc(cc1)N1COCCC1,F5-F10-F7
22756,OCC1SCC(SC1)CCN,F2-F4-F13-F5
22757,OCNCCC1SCCSC1,F2-F4-F13-F5
22758,OCCCNC1SCCSC1,F2-F4-F13-F5
22759,OCCCC1SCC(SC1)N,F4-F13-F2-F5
22760,OCc1ccc(cc1)CN1COCC1,F1-F8-F10-F5
22761,OCC(N1COCC1)c1ccccc1,F1-F8-F10-F5
22762,OCNc1ncc(nc1)C1CCCC1,F4-F19-F17-F5
22763,OCC1CCC(C1)c1ncc(nc1)N,F4-F19-F17-F5
22764,OCc1ncc(nc1)NC1CCCC1,F4-F19-F17-F5
22765,OCN(C1CCCC1)c1nccnc1,F4-F19-F17-F5
22766,OCC1CC(CC1)Nc1nccnc1,F4-F19-F17-F5
22767,OCCc1ccc(cc1)N1COCC1,F1-F10-F8-F5
22768,OCc1ncc(nc1)C1CC(CC1)N,F17-F19-F4-F5
22769,OCNC1CCC(C1)c1nccnc1,F17-F19-F4-F5
22770,CC(c1ccc(cc1)N1COCC1)O,F5-F10-F1-F8
22771,c1ccccc1C(N1COCC1)(O)C,F5-F10-F1-F8
22772,OC(c1ccccc1)CN1COCC1,F5-F10-F1-F8
22773,OC(N1COCC1)c1ccc(cc1)C,F5-F10-F1-F8
22774,OC(N1COCC1)Cc1ccccc1,F1-F10-F5-F8
22775,OC(NC(N1COCCC1)(O)N)O,F3-F6-F6-F7
22776,NC(NC(N1COCCC1)(O)O)O,F3-F6-F6-F7
22777,OC(N1COCCC1)NC(O)(O)N,F3-F6-F6-F7
22778,C1OCCCN1C(C(O)(O)N)(O)N,F3-F6-F6-F7
22779,NC(N1COCCC1)OC(O)(O)N,F3-F6-F6-F7
22780,NC(OC(N1COCCC1)(O)N)O,F3-F6-F6-F7
22781,OC(NC(=O)c1nncs1)Cl,F6-F11-F9-F15
22782,NC(C(=O)c1nncs1)(Cl)O,F6-F11-F9-F15
22783,OC(c1nncs1)NC(=O)Cl,F9-F11-F6-F15
22784,OCN(c1nncs1)C(=O)Cl,F9-F11-F6-F15
22785,OC(C(=O)Cl)Nc1nncs1,F9-F11-F6-F15
22786,NC(c1nncs1)(C(=O)Cl)O,F9-F11-F6-F15
22787,CC(NC1SCC(SC1)C)O,F1-F13-F6-F1
22788,OCN(C1SCC(SC1)C)C,F1-F13-F6-F1
22789,CNC(C1SCC(SC1)C)O,F1-F13-F6-F1
22790,C1(SCC(SC1)C)C(O)(N)C,F1-F13-F6-F1
22791,CC(NCC1SCCSC1)O,F1-F13-F6-F1
